bairro_group,bairro,latitude,longitude,room_type,price,minimo_noites,numero_de_reviews,calculado_host_listings_count,distance_to_empire_state
Manhattan,Chelsea,40.74765,-74.0042,Entire home/apt,325,4,6,1,1.5706750612514881
Manhattan,Upper East Side,40.77766,-73.9561,Entire home/apt,750,6,0,1,4.097840133560855
Brooklyn,Crown Heights,40.67228,-73.96239,Entire home/apt,135,5,4,1,8.697453246986832
Queens,Rego Park,40.7246,-73.85744,Entire home/apt,52,2,1,1,11.130136381415182
Manhattan,Lower East Side,40.71848,-73.98159,Entire home/apt,124,28,13,1,3.3483424410362863
Queens,Flushing,40.76428,-73.83225,Private room,59,3,35,1,13.051108830017663
Manhattan,Upper West Side,40.77573,-73.98264,Entire home/apt,215,2,8,1,3.0519409175564562
Manhattan,East Village,40.72488,-73.97996,Private room,240,2,8,2,2.6616546098813774
Manhattan,Harlem,40.81736,-73.93921,Private room,150,1,2,2,8.614455527905704
Brooklyn,Greenpoint,40.72418,-73.94528,Private room,83,2,2,1,4.340419119721764
Queens,Ridgewood,40.70124,-73.90941,Entire home/apt,70,10,0,1,8.29945113448035
Manhattan,Lower East Side,40.72165,-73.98573,Entire home/apt,160,2,6,1,2.978341997309612
Manhattan,Harlem,40.80699,-73.94227,Shared room,200,1,8,1,7.474728299243999
Brooklyn,Williamsburg,40.71662,-73.95993,Entire home/apt,50,7,4,1,4.148312113048052
Manhattan,Hell's Kitchen,40.76745,-73.98489,Entire home/apt,87,30,8,52,2.120850428012765
Manhattan,Harlem,40.81595,-73.9447,Private room,125,1,0,1,8.271601748035172
Manhattan,Upper East Side,40.78276,-73.95299,Entire home/apt,250,5,22,1,4.710078385910175
Brooklyn,South Slope,40.6679,-73.9872,Entire home/apt,162,2,123,1,8.962631062999568
Brooklyn,Prospect Heights,40.67527,-73.96604,Entire home/apt,67,1,0,1,8.306850882247415
Manhattan,Upper East Side,40.76282,-73.9637,Private room,147,1,25,2,2.44653433154752
Brooklyn,Crown Heights,40.67231,-73.94426,Entire home/apt,65,5,6,1,9.160899818582788
Brooklyn,Park Slope,40.67668,-73.97718,Entire home/apt,250,5,2,1,8.015813368237339
Brooklyn,Flatbush,40.63463,-73.95899,Private room,160,2,156,2,12.862770919617486
Manhattan,Upper East Side,40.76299,-73.96166,Entire home/apt,150,5,10,1,2.590671149219063
Manhattan,Gramercy,40.73666,-73.9796,Private room,199,1,0,1,1.4020227255059512
Brooklyn,Williamsburg,40.70921,-73.95178,Private room,64,3,47,1,5.213149245587591
Brooklyn,Bushwick,40.69545,-73.91967,Private room,33,2,182,2,8.104880239992115
Manhattan,Harlem,40.82584,-73.94673,Private room,500,1,3,3,9.221429596097794
Brooklyn,Boerum Hill,40.68474,-73.97959,Entire home/apt,150,3,55,1,7.105165532565447
Manhattan,Lower East Side,40.71973,-73.98993,Private room,110,14,2,1,3.212860315297142
Brooklyn,Bedford-Stuyvesant,40.68452,-73.95535,Entire home/apt,145,2,119,2,7.555705668998443
Brooklyn,Flatbush,40.64056,-73.96571,Private room,40,10,0,1,12.121851882479449
Brooklyn,Williamsburg,40.70724,-73.94217,Private room,95,3,10,2,5.867031555360068
Brooklyn,Bedford-Stuyvesant,40.68208,-73.92994,Entire home/apt,185,5,60,1,8.750261865117492
Brooklyn,Bedford-Stuyvesant,40.68695,-73.95427,Entire home/apt,500,1,28,2,7.334011801815714
Manhattan,West Village,40.72976,-74.00445,Entire home/apt,115,3,2,1,2.614398386959846
Staten Island,St. George,40.64553,-74.08323,Entire home/apt,195,3,105,1,14.107909916022802
Brooklyn,Prospect Heights,40.67391,-73.96739,Entire home/apt,105,21,5,1,8.433782580662267
Brooklyn,Bushwick,40.69465,-73.92675,Entire home/apt,67,30,10,1,7.775544662779373
Brooklyn,Bedford-Stuyvesant,40.68898,-73.9412,Entire home/apt,75,1,1,1,7.602151832489938
Manhattan,Battery Park City,40.71029,-74.01725,Private room,100,1,4,1,5.012925906189222
Brooklyn,Bedford-Stuyvesant,40.69394,-73.95017,Entire home/apt,125,7,56,1,6.759784893034898
Brooklyn,Williamsburg,40.71572,-73.94058,Entire home/apt,350,2,2,2,5.259358656425799
Brooklyn,Williamsburg,40.71808,-73.95511,Entire home/apt,150,1,12,1,4.243918294497
Queens,Astoria,40.77221,-73.92493,Entire home/apt,200,5,22,1,5.761235178849048
Brooklyn,Park Slope,40.678,-73.98049,Entire home/apt,270,3,6,1,7.849173745093028
Brooklyn,Windsor Terrace,40.65516,-73.97633,Entire home/apt,184,5,22,1,10.409247048712992
Brooklyn,Prospect Heights,40.67765,-73.96378,Entire home/apt,275,4,19,1,8.088630898646814
Manhattan,East Village,40.72854,-73.98434,Entire home/apt,171,2,1,1,2.2139074961529057
Brooklyn,Williamsburg,40.71765,-73.9624,Entire home/apt,425,5,0,1,3.943509753237621
Manhattan,West Village,40.73509,-74.00323,Entire home/apt,200,4,4,1,2.0993894779302886
Brooklyn,Fort Greene,40.68731,-73.9745,Entire home/apt,165,3,7,1,6.865151297115819
Brooklyn,South Slope,40.66257,-73.98777,Private room,85,2,23,3,9.556688127611363
Brooklyn,Williamsburg,40.71262,-73.95676,Entire home/apt,170,7,20,1,4.6677226560701
Brooklyn,Williamsburg,40.70675,-73.94984,Private room,70,3,69,1,5.5319484251822075
Brooklyn,Crown Heights,40.66638,-73.95229,Private room,125,2,36,1,9.553716809973265
Manhattan,Chelsea,40.74449,-73.99445,Entire home/apt,275,3,63,1,0.864158649327779
Brooklyn,Crown Heights,40.67476,-73.95312,Private room,120,2,8,2,8.644001347646462
Manhattan,Midtown,40.76552,-73.97738,Entire home/apt,429,2,0,1,2.0273792585792276
Brooklyn,South Slope,40.66488,-73.98725,Entire home/apt,225,4,2,1,9.298834215868636
Manhattan,Upper East Side,40.77737,-73.95032,Entire home/apt,175,3,6,1,4.386911551298051
Brooklyn,Bedford-Stuyvesant,40.68291,-73.94613,Entire home/apt,155,3,44,5,8.01538679703162
Manhattan,Inwood,40.85893,-73.92985,Entire home/apt,100,3,1,1,13.169655446478393
Manhattan,Harlem,40.82165,-73.95491,Private room,70,3,16,1,8.553928036162237
Bronx,Williamsbridge,40.88075,-73.84845,Entire home/apt,95,3,58,4,18.723008978419873
Brooklyn,Park Slope,40.67507,-73.97706,Entire home/apt,450,2,12,1,8.195228693732432
Brooklyn,Fort Greene,40.69117,-73.97421,Entire home/apt,215,5,28,1,6.4433525229700805
Brooklyn,Flatbush,40.64996,-73.9615,Private room,60,3,4,2,11.14582074812561
Bronx,Fieldston,40.89603,-73.89958,Private room,75,5,35,1,17.95989519582282
Brooklyn,Williamsburg,40.70667,-73.94921,Private room,99,3,22,2,5.568538213779935
Brooklyn,Park Slope,40.67561,-73.97823,Entire home/apt,300,2,85,2,8.127200479415137
Manhattan,Harlem,40.80185,-73.95667,Entire home/apt,175,2,142,2,6.429815267259258
Manhattan,Upper West Side,40.79739,-73.96945,Entire home/apt,195,3,8,1,5.6202681510491574
Queens,Forest Hills,40.73381,-73.85366,Private room,50,7,2,1,11.246116836171623
Manhattan,Hell's Kitchen,40.76309,-73.99155,Entire home/apt,175,4,1,1,1.7098741011017526
Brooklyn,Crown Heights,40.67499,-73.92427,Entire home/apt,120,5,175,2,9.673124866832287
Brooklyn,Flatbush,40.64677,-73.96946,Private room,54,10,11,1,11.395471703927573
Manhattan,Harlem,40.82931,-73.94358,Entire home/apt,345,3,141,1,9.677425737758037
Brooklyn,Crown Heights,40.67138,-73.94949,Entire home/apt,225,3,76,3,9.099592956627436
Brooklyn,Boerum Hill,40.68823,-73.98604,Entire home/apt,151,28,12,1,6.698641847955331
Brooklyn,Bushwick,40.69368,-73.92295,Entire home/apt,110,1,189,4,8.065340796030437
Manhattan,Upper East Side,40.77059,-73.94991,Entire home/apt,280,2,17,1,3.893005751092325
Brooklyn,Boerum Hill,40.68558,-73.9903,Private room,99,1,75,1,7.0047546057744015
Brooklyn,Carroll Gardens,40.67863,-73.99399,Entire home/apt,350,3,8,1,7.7993631730251565
Brooklyn,Williamsburg,40.71042,-73.94702,Private room,70,5,0,1,5.335916612969384
Manhattan,Upper West Side,40.77802,-73.98256,Entire home/apt,120,3,214,1,3.3065840382515717
Brooklyn,Fort Greene,40.69802,-73.97614,Private room,120,3,1,1,5.665264078408555
Manhattan,East Village,40.7215,-73.97747,Private room,85,5,142,1,3.072560453176257
Manhattan,Little Italy,40.71883,-73.99716,Entire home/apt,220,2,119,1,3.433557640057684
Manhattan,Midtown,40.76429,-73.98043,Private room,125,7,17,3,1.821223553053045
Manhattan,Murray Hill,40.74814,-73.97277,Entire home/apt,189,1,3,1,1.0825443316144279
Brooklyn,Crown Heights,40.66985,-73.95675,Private room,100,7,0,1,9.077128907300501
Manhattan,Lower East Side,40.71981,-73.98701,Private room,81,3,9,1,3.1853609970193677
Manhattan,East Harlem,40.79794,-73.93876,Shared room,45,2,136,1,6.782171250219424
Brooklyn,Williamsburg,40.71622,-73.93942,Private room,150,21,0,1,5.292598470039895
Manhattan,Washington Heights,40.84919,-73.94021,Private room,62,3,37,1,11.853209920943605
Brooklyn,Park Slope,40.68193,-73.97636,Entire home/apt,330,2,122,2,7.440809656937671
Manhattan,Upper East Side,40.76158,-73.96031,Private room,80,2,10,1,2.588291485096618
Manhattan,Washington Heights,40.8365,-73.93688,Shared room,65,2,9,1,10.631385652176522
Manhattan,Nolita,40.72243,-73.99655,Private room,125,6,3,1,3.0353768807339025
Brooklyn,Flatbush,40.63649,-73.96508,Entire home/apt,165,2,172,1,12.577921740431833
Manhattan,Greenwich Village,40.72928,-74.00135,Private room,90,4,3,1,2.5093421190613974
Brooklyn,South Slope,40.66565,-73.98782,Entire home/apt,120,3,8,1,9.213981294566132
Brooklyn,Windsor Terrace,40.65779,-73.97595,Entire home/apt,250,1,0,2,10.119864691507393
Brooklyn,Clinton Hill,40.68331,-73.96568,Entire home/apt,115,7,6,1,7.4386183981609815
Brooklyn,Prospect-Lefferts Gardens,40.65684,-73.95719,Private room,55,1,47,1,10.470993441291556
Manhattan,Lower East Side,40.71813,-73.99063,Entire home/apt,200,30,0,1,3.396741348749136
Manhattan,SoHo,40.72652,-74.00266,Entire home/apt,149,1,0,1,2.829345668530366
Brooklyn,Bushwick,40.69436,-73.9253,Entire home/apt,55,1,115,4,7.878853104709681
Brooklyn,Gowanus,40.68338,-73.98927,Entire home/apt,400,6,34,1,7.245041105306736
Brooklyn,Clinton Hill,40.68717,-73.9669,Entire home/apt,200,5,3,1,6.996778621062134
Brooklyn,Greenpoint,40.7215,-73.94136,Entire home/apt,111,2,45,1,4.784995508794991
Brooklyn,Fort Greene,40.68727,-73.972,Entire home/apt,175,3,12,1,6.901486608498558
Manhattan,Harlem,40.80118,-73.95451,Entire home/apt,150,2,31,1,6.432888301379959
Manhattan,Harlem,40.82075,-73.9379,Private room,52,7,17,8,9.001073712154863
Brooklyn,Sunset Park,40.64811,-74.01366,Entire home/apt,88,30,2,1,11.412940219143325
Brooklyn,Carroll Gardens,40.68252,-73.99224,Entire home/apt,425,6,5,1,7.355515019917358
Manhattan,East Village,40.7278,-73.97997,Entire home/apt,175,1,2,1,2.342393707600363
Brooklyn,Williamsburg,40.72123,-73.95891,Entire home/apt,270,14,0,1,3.7709500722195664
Brooklyn,Flatbush,40.64964,-73.96017,Private room,180,1,0,1,11.2018106003879
Brooklyn,Williamsburg,40.70552,-73.93842,Private room,55,13,0,1,6.215464177945385
Brooklyn,Bedford-Stuyvesant,40.67994,-73.94318,Private room,105,14,26,1,8.420032147485818
Brooklyn,Boerum Hill,40.68554,-73.98471,Entire home/apt,265,2,10,1,6.998387453866296
Manhattan,Kips Bay,40.74059,-73.97953,Private room,60,2,15,3,1.0095001371358074
Manhattan,Washington Heights,40.83686,-73.94393,Private room,45,3,13,1,10.454073168107277
Manhattan,East Harlem,40.80801,-73.93854,Private room,89,2,7,1,7.730520465107609
Manhattan,Upper East Side,40.7659,-73.96611,Entire home/apt,200,4,102,1,2.548319559281248
Brooklyn,Greenpoint,40.7238,-73.94859,Entire home/apt,149,1,2,1,4.153083230493941
Manhattan,Harlem,40.81198,-73.9437,Private room,80,1,134,1,7.909368768797721
Brooklyn,Park Slope,40.67794,-73.97398,Entire home/apt,125,1,154,2,7.905051052432192
Manhattan,Harlem,40.82524,-73.94186,Entire home/apt,78,5,13,1,9.313747500473735
Brooklyn,Williamsburg,40.71207,-73.95077,Private room,65,2,152,2,4.999320404333923
Brooklyn,Fort Greene,40.68833,-73.97606,Entire home/apt,350,7,5,1,6.735691054935203
Brooklyn,Brooklyn Heights,40.6906,-73.99339,Entire home/apt,115,5,0,1,6.468179224257176
Manhattan,Chelsea,40.74156,-73.99476,Entire home/apt,289,2,1,1,1.0849805370029773
Brooklyn,Sunset Park,40.66592,-73.99434,Entire home/apt,158,30,1,21,9.211583350370724
Manhattan,East Harlem,40.79848,-73.93908,Private room,50,2,6,1,6.81556526044803
Manhattan,Midtown,40.76016,-73.96597,Entire home/apt,234,4,5,1,2.1101387239128497
Brooklyn,Crown Heights,40.66758,-73.95033,Private room,50,1,0,1,9.476759877324328
Manhattan,Upper West Side,40.80131,-73.9675,Private room,69,5,2,1,6.083683719173429
Manhattan,Chinatown,40.71338,-73.99226,Entire home/apt,135,1,18,1,3.939159103199701
Brooklyn,Williamsburg,40.71601,-73.9587,Private room,89,3,73,1,4.260725840017601
Manhattan,Upper East Side,40.76866,-73.95553,Entire home/apt,16,2,21,1,3.393095442105552
Brooklyn,Crown Heights,40.67658,-73.93122,Entire home/apt,300,1,32,2,9.21854004480319
Manhattan,Kips Bay,40.74436,-73.97977,Entire home/apt,250,5,49,1,0.6668412900910515
Brooklyn,Flatbush,40.65148,-73.95847,Entire home/apt,70,1,5,1,11.029734853507303
Manhattan,Upper East Side,40.76572,-73.95541,Private room,140,3,118,1,3.1931344385898974
Manhattan,Midtown,40.75182,-73.97052,Entire home/apt,175,3,18,1,1.327440546868855
Brooklyn,Carroll Gardens,40.6812,-74.00116,Entire home/apt,160,3,2,1,7.595396278689415
Manhattan,Upper West Side,40.7898,-73.9708,Entire home/apt,200,1,0,1,4.773919557823155
Brooklyn,Prospect Heights,40.67303,-73.96424,Private room,57,7,11,1,8.581989255217012
Manhattan,Chelsea,40.74956,-73.99671,Private room,90,3,2,1,0.9455372659796524
Queens,Elmhurst,40.74644,-73.88656,Private room,89,2,40,5,8.355385025311946
Brooklyn,Park Slope,40.67766,-73.98191,Entire home/apt,90,4,22,1,7.881320277355187
Manhattan,West Village,40.73547,-74.0051,Entire home/apt,200,4,48,1,2.185786099763723
Brooklyn,Park Slope,40.67751,-73.98143,Entire home/apt,100,2,52,2,7.899705922550229
Brooklyn,Bedford-Stuyvesant,40.68174,-73.93444,Entire home/apt,68,30,14,5,8.585181576632612
Manhattan,East Village,40.72823,-73.9817,Entire home/apt,170,4,14,1,2.2698410946412513
Brooklyn,Crown Heights,40.6774,-73.94566,Private room,40,28,13,3,8.592609894852977
Manhattan,Chinatown,40.71613,-73.99266,Entire home/apt,500,4,6,3,3.641788411127713
Brooklyn,Cobble Hill,40.68785,-73.99181,Entire home/apt,145,3,13,1,6.761159203484507
Brooklyn,Park Slope,40.67592,-73.98107,Entire home/apt,250,3,16,2,8.077909283835345
Manhattan,West Village,40.73504,-74.00658,Entire home/apt,288,7,14,1,2.3116959450623322
Brooklyn,Williamsburg,40.71314,-73.96719,Entire home/apt,245,3,18,1,4.22170221987731
Manhattan,Harlem,40.80407,-73.94603,Entire home/apt,80,3,12,1,7.037272064687221
Brooklyn,Prospect Heights,40.68033,-73.96528,Entire home/apt,125,5,5,1,7.769511972734456
Manhattan,West Village,40.73691,-74.00013,Entire home/apt,166,14,18,1,1.7716572381108275
Manhattan,Upper West Side,40.78206,-73.97797,Entire home/apt,330,4,11,1,3.8011996049981085
Brooklyn,Williamsburg,40.70943,-73.94948,Private room,60,5,6,2,5.301750526288464
Manhattan,East Harlem,40.8008,-73.94347,Private room,130,1,3,1,6.828727462169331
Brooklyn,Gravesend,40.59601,-73.96862,Private room,45,30,4,1,17.02468298931678
Manhattan,Chelsea,40.7518,-73.9969,Entire home/apt,165,3,159,1,1.0249700637177734
Manhattan,Harlem,40.80002,-73.95559,Private room,155,2,14,1,6.277953567669119
Manhattan,Upper East Side,40.77449,-73.96228,Entire home/apt,119,60,1,1,3.506854670530771
Brooklyn,Boerum Hill,40.6846,-73.98454,Entire home/apt,158,3,12,1,7.103186010713907
Brooklyn,Williamsburg,40.71165,-73.94708,Entire home/apt,169,5,51,1,5.224914268891253
Brooklyn,Bedford-Stuyvesant,40.68562,-73.92375,Entire home/apt,139,2,124,1,8.722413391964642
Manhattan,Upper East Side,40.77787,-73.95104,Entire home/apt,125,4,7,1,4.387420636635609
Queens,Astoria,40.7631,-73.92262,Private room,70,3,25,1,5.557008582828237
Brooklyn,East New York,40.67517,-73.89814,Private room,135,1,173,3,10.996520588691181
Manhattan,Lower East Side,40.71769,-73.98953,Entire home/apt,99,30,8,8,3.435155336842122
Brooklyn,Williamsburg,40.71189,-73.96282,Entire home/apt,175,10,0,1,4.496177554525866
Brooklyn,Greenpoint,40.72096,-73.94424,Entire home/apt,150,7,0,1,4.637445245311815
Manhattan,Nolita,40.72235,-73.99543,Entire home/apt,250,3,30,1,3.0165442475152817
Queens,Long Island City,40.7593,-73.92884,Private room,100,1,0,1,4.937702487676413
Brooklyn,Fort Greene,40.69236,-73.97254,Private room,100,30,5,2,6.335379349096888
Brooklyn,Bedford-Stuyvesant,40.68073,-73.90915,Entire home/apt,128,3,89,1,9.917804401438158
Brooklyn,Sunset Park,40.66294,-73.99675,Entire home/apt,121,12,8,2,9.560147841319573
Brooklyn,Crown Heights,40.67045,-73.95716,Entire home/apt,160,30,36,2,9.003517004567186
Manhattan,Upper West Side,40.80118,-73.97063,Private room,135,2,0,2,6.00877104408919
Manhattan,Gramercy,40.73548,-73.98896,Entire home/apt,275,5,30,1,1.4664175400217143
Manhattan,West Village,40.7381,-74.00489,Entire home/apt,180,3,3,1,1.9905314110451309
Manhattan,East Village,40.72749,-73.99071,Entire home/apt,189,2,138,1,2.3677592390251196
Queens,Woodhaven,40.69165,-73.84841,Entire home/apt,250,5,0,1,13.186595071400667
Brooklyn,Cypress Hills,40.67731,-73.90733,Entire home/apt,99,2,148,1,10.307800633999554
Brooklyn,Bedford-Stuyvesant,40.68207,-73.94994,Entire home/apt,200,5,120,1,7.973762999136148
Manhattan,Harlem,40.82888,-73.94997,Entire home/apt,145,4,115,2,9.448178052871095
Manhattan,East Harlem,40.79269,-73.94218,Private room,100,3,64,1,6.140165699296931
Manhattan,West Village,40.73993,-74.00619,Entire home/apt,240,1,22,1,1.976103612998205
Brooklyn,Bedford-Stuyvesant,40.67822,-73.9389,Private room,90,3,52,1,8.750318359095498
Brooklyn,Crown Heights,40.66939,-73.94839,Entire home/apt,220,2,55,1,9.339431719213312
Brooklyn,Williamsburg,40.70648,-73.95444,Private room,100,20,62,6,5.3564314603041066
Queens,Ridgewood,40.70476,-73.90874,Private room,59,1,142,3,8.102314215801155
Brooklyn,Bedford-Stuyvesant,40.68975,-73.9346,Entire home/apt,78,30,81,3,7.819714831188131
Bronx,Mott Haven,40.81444,-73.92516,Entire home/apt,75,2,85,2,8.943690691304717
Brooklyn,Bedford-Stuyvesant,40.68172,-73.94095,Private room,78,3,86,1,8.3245378824996
Manhattan,Upper East Side,40.76884,-73.95826,Entire home/apt,250,1,4,1,3.238744307328355
Brooklyn,Bedford-Stuyvesant,40.6979,-73.94126,Entire home/apt,150,1,0,1,6.752930520965699
Manhattan,Upper West Side,40.80048,-73.96621,Private room,44,1,2,1,6.022893030221301
Brooklyn,Greenpoint,40.73535,-73.9565,Private room,69,2,25,2,2.8524369722593303
Brooklyn,Bushwick,40.70247,-73.92061,Private room,65,1,0,1,7.49717578048769
Brooklyn,Flatbush,40.65376,-73.95336,Entire home/apt,90,7,4,1,10.88132877116238
Brooklyn,East Flatbush,40.64082,-73.94818,Entire home/apt,125,4,10,1,12.385561939806362
Brooklyn,Flatbush,40.6532,-73.96216,Entire home/apt,78,18,11,1,10.78104195047115
Manhattan,Chinatown,40.71556,-73.99234,Entire home/apt,785,2,85,1,3.7001580668516945
Queens,Middle Village,40.71347,-73.88199,Entire home/apt,99,3,160,4,9.56622492653613
Queens,Sunnyside,40.73873,-73.92435,Private room,74,30,9,1,5.276948149135105
Manhattan,Upper West Side,40.7995,-73.96965,Entire home/apt,130,4,2,1,5.844519518673182
Manhattan,Upper West Side,40.79921,-73.96704,Entire home/apt,145,7,6,1,5.867912154245827
Manhattan,Upper West Side,40.79893,-73.96249,Private room,90,1,146,2,5.9521700772385895
Brooklyn,Bedford-Stuyvesant,40.6851,-73.95655,Entire home/apt,215,4,14,1,7.461092988167624
Manhattan,East Harlem,40.78728,-73.94976,Entire home/apt,100,3,1,1,5.278013728679748
Brooklyn,Prospect-Lefferts Gardens,40.65752,-73.95728,Entire home/apt,92,5,192,2,10.39557181576699
Manhattan,Kips Bay,40.73953,-73.98009,Entire home/apt,185,29,5,1,1.0918722933956093
Manhattan,Chelsea,40.74259,-74.00128,Entire home/apt,160,4,11,1,1.4721837359387455
Manhattan,Chelsea,40.75045,-73.99662,Entire home/apt,93,110,12,19,0.9566354998622443
Manhattan,West Village,40.73316,-74.00632,Entire home/apt,300,30,13,39,2.435861633467615
Brooklyn,Greenpoint,40.72285,-73.95192,Private room,75,1,3,3,4.0204319221509195
Manhattan,Chelsea,40.74934,-74.00274,Entire home/apt,370,1,8,1,1.4490198498129487
Manhattan,Kips Bay,40.74369,-73.98153,Entire home/apt,425,2,4,1,0.627247285277388
Brooklyn,South Slope,40.6674,-73.98273,Entire home/apt,200,30,4,11,9.020530930675992
Manhattan,Midtown,40.75958,-73.96231,Private room,125,2,55,1,2.324867853192297
Manhattan,Chelsea,40.74646,-73.99678,Entire home/apt,179,10,1,1,0.9672365538900752
Brooklyn,Bushwick,40.69893,-73.91549,Private room,46,2,55,1,8.081935632805008
Brooklyn,Williamsburg,40.70972,-73.95576,Entire home/apt,150,5,37,1,4.988147336316086
Brooklyn,Crown Heights,40.66959,-73.95664,Private room,52,4,37,2,9.107501793148987
Manhattan,Washington Heights,40.83473,-73.93706,Private room,80,1,1,1,10.443990117016657
Brooklyn,Boerum Hill,40.68687,-73.98472,Entire home/apt,120,2,4,1,6.850335230952762
Brooklyn,Sheepshead Bay,40.58527,-73.93534,Entire home/apt,300,5,8,2,18.649046533342617
Brooklyn,Brooklyn Heights,40.69846,-73.99312,Private room,110,2,1,1,5.5958266171354945
Brooklyn,South Slope,40.66691,-73.98507,Entire home/apt,200,1,4,1,9.071931466728397
Brooklyn,Windsor Terrace,40.65181,-73.97648,Entire home/apt,75,5,9,1,10.780230745607811
Manhattan,Upper East Side,40.76649,-73.96453,Entire home/apt,200,5,49,1,2.6850905151972118
Manhattan,Chelsea,40.74722,-74.00466,Entire home/apt,300,3,11,1,1.6126280893063174
Manhattan,Harlem,40.81742,-73.95358,Private room,22,10,3,1,8.142850828163606
Brooklyn,Greenpoint,40.72428,-73.94348,Entire home/apt,129,30,15,52,4.453659681414774
Manhattan,Lower East Side,40.71866,-73.98592,Entire home/apt,125,7,4,1,3.311269240241117
Brooklyn,East Flatbush,40.65284,-73.94413,Private room,150,1,0,1,11.198998640245254
Manhattan,Upper East Side,40.77486,-73.94857,Entire home/apt,185,5,18,1,4.29200196001504
Brooklyn,Williamsburg,40.71626,-73.95795,Entire home/apt,158,4,17,1,4.271411048324167
Brooklyn,Flatbush,40.65287,-73.96353,Private room,30,1,0,1,10.796609193574366
Brooklyn,Fort Greene,40.68981,-73.97768,Entire home/apt,316,3,29,1,6.556812355384049
Brooklyn,Park Slope,40.67978,-73.97458,Entire home/apt,175,3,176,1,7.6955680122823935
Queens,Astoria,40.7743,-73.92579,Entire home/apt,97,3,33,1,5.808744803707371
Manhattan,Hell's Kitchen,40.75524,-73.99839,Entire home/apt,175,1,1,1,1.3197616207227663
Brooklyn,Williamsburg,40.70586,-73.94135,Shared room,60,1,0,2,6.030380357074804
Brooklyn,Crown Heights,40.67591,-73.93985,Private room,72,3,6,1,8.945804900006719
Brooklyn,Bedford-Stuyvesant,40.68753,-73.93656,Entire home/apt,175,5,82,1,7.939831494297637
Manhattan,Upper West Side,40.78818,-73.97133,Entire home/apt,225,3,0,1,4.588181661848612
Brooklyn,Flatbush,40.64615,-73.9641,Entire home/apt,85,5,1,1,11.52650870813851
Manhattan,Lower East Side,40.71307,-73.99025,Entire home/apt,150,1,60,4,3.9529166421431627
Manhattan,Midtown,40.76423,-73.98187,Private room,400,7,5,1,1.7894459270758387
Brooklyn,Williamsburg,40.70926,-73.94673,Private room,125,4,14,1,5.453504802334683
Brooklyn,Crown Heights,40.66911,-73.94824,Entire home/apt,200,3,153,1,9.373043930677172
Manhattan,Washington Heights,40.85304,-73.93555,Entire home/apt,88,2,0,1,12.387731405317906
Brooklyn,Williamsburg,40.70935,-73.94614,Private room,250,1,0,1,5.475615980498374
Manhattan,Hell's Kitchen,40.76125,-73.99642,Entire home/apt,300,1,0,1,1.696048062378399
Queens,Ridgewood,40.70026,-73.90721,Entire home/apt,89,10,10,1,8.512303242982023
Manhattan,Kips Bay,40.73873,-73.981,Entire home/apt,165,2,25,1,1.1448228447898048
Manhattan,Financial District,40.70885,-74.002,Private room,84,15,0,2,4.615355937684857
Brooklyn,Williamsburg,40.71649,-73.96166,Entire home/apt,285,1,89,2,4.086612126016728
Brooklyn,Windsor Terrace,40.64846,-73.97338,Entire home/apt,150,4,26,1,11.1733330906088
Brooklyn,Crown Heights,40.66955,-73.95027,Private room,70,2,10,2,9.270430215728945
Manhattan,Upper East Side,40.78193,-73.94884,Entire home/apt,300,30,3,9,4.851111596019836
Brooklyn,Brooklyn Heights,40.691,-73.99467,Entire home/apt,220,5,3,1,6.435826678976807
Manhattan,Harlem,40.82491,-73.94774,Entire home/apt,149,31,0,4,9.094523525752146
Manhattan,West Village,40.73817,-74.00274,Entire home/apt,249,3,6,1,1.8404709968979334
Brooklyn,Crown Heights,40.67321,-73.93093,Entire home/apt,90,7,0,1,9.557572956611747
Manhattan,Washington Heights,40.83367,-73.94298,Private room,69,3,18,4,10.148403268223824
Brooklyn,Greenpoint,40.71959,-73.95153,Entire home/apt,120,30,77,1,4.306813642090126
Manhattan,East Harlem,40.80174,-73.93925,Private room,69,2,60,2,7.107484334888816
Manhattan,Harlem,40.83058,-73.9495,Private room,54,5,21,4,9.640208260974754
Manhattan,Washington Heights,40.83132,-73.94101,Private room,50,5,24,4,9.965617639751665
Manhattan,Washington Heights,40.83328,-73.94511,Private room,51,6,20,4,10.04542232728942
Manhattan,Hell's Kitchen,40.76496,-73.99073,Private room,99,3,10,1,1.8928727847983864
Manhattan,Upper West Side,40.7939,-73.97485,Entire home/apt,290,7,1,1,5.144814320826166
Brooklyn,Williamsburg,40.71852,-73.94165,Entire home/apt,240,365,0,1,4.981156110066459
Bronx,Allerton,40.86677,-73.85938,Private room,49,2,114,4,16.932564727401445
Brooklyn,Boerum Hill,40.68572,-73.98602,Entire home/apt,115,3,6,1,6.978034954122148
Brooklyn,Crown Heights,40.67132,-73.9325,Private room,78,21,60,1,9.680363962208235
Brooklyn,Bushwick,40.69195,-73.92068,Entire home/apt,125,7,25,1,8.33637530887987
Manhattan,Battery Park City,40.71062,-74.01537,Private room,110,1,0,1,4.89871381369972
Manhattan,Financial District,40.70765,-74.00761,Entire home/apt,205,2,8,1,4.901938684958491
Manhattan,Harlem,40.82967,-73.94428,Entire home/apt,95,30,36,1,9.693375274831373
Brooklyn,Brownsville,40.66682,-73.92303,Private room,47,2,118,1,10.50517370193674
